time (s), potA, potB
0,509,695
1,509,695
2,509,695
3,509,695
4,509,695
5,509,695
6,509,695
7,509,695
8,509,695
9,509,695
10,509,695
11,509,695
12,509,695
13,509,695
14,508,696
15,506,699
16,501,708
17,495,717
18,488,730
19,481,738
20,478,746
21,475,753
22,474,755
23,472,758
24,470,760
25,469,763
26,467,766
27,465,771
28,463,773
29,463,778
30,463,779
31,463,779
32,463,779
33,463,778
34,463,776
35,463,776
36,463,774
37,463,772
38,463,771
39,463,770
40,463,766
41,463,767
42,463,769
43,463,771
44,463,772
45,463,773
46,463,774
47,463,778
48,463,779
49,463,779
50,462,779
51,462,778
52,462,778
53,462,778
54,464,764
55,478,747
56,494,723
57,514,684
58,540,657
59,549,633
60,555,623
61,549,631
62,530,646
63,511,677
64,485,712
65,469,733
66,461,751
67,465,750
68,480,735
69,503,716
70,529,682
71,549,657
72,561,641
73,564,637
74,553,648
75,532,665
76,507,699
77,482,720
78,464,735
79,458,742
80,461,734
81,476,717
82,497,695
83,523,661
84,543,642
85,555,632
86,556,636
87,547,652
88,529,677
89,507,712
90,489,735
91,474,749
92,469,752
93,475,741
94,489,720
95,508,693
96,529,659
97,543,637
98,549,629
99,545,633
100,533,649
101,515,672
102,493,706
103,477,727
104,468,741
105,468,743
106,479,734
107,496,717
108,518,695
109,541,664
110,553,648
111,557,642
112,550,648
113,534,662
114,515,690
115,491,712
116,474,727
117,464,734
118,464,733
119,475,721
120,491,701
121,514,672
122,533,652
123,548,642
124,551,640
125,547,650
126,533,670
127,516,700
128,496,724
129,482,739
130,475,745
131,477,741
132,486,724
133,500,702
134,518,671
135,533,650
136,543,637
137,544,635
138,534,645
139,521,663
140,503,694
141,488,717
142,478,733
143,474,741
144,479,737
145,491,724
146,509,705
147,528,677
148,543,660
149,550,649
150,549,648
151,539,657
152,522,673
153,503,699
154,485,717
155,474,727
156,469,731
157,474,725
158,486,711
159,503,695
160,521,667
161,537,653
162,547,648
163,547,649
164,540,661
165,526,685
166,509,709
167,494,726
168,483,736
169,480,738
170,483,730
171,492,716
172,507,695
173,521,665
174,532,650
175,539,642
176,537,643
177,529,655
178,517,673
179,501,700
180,490,719
181,481,732
182,481,735
183,488,731
184,498,718
185,514,701
186,529,676
187,540,661
188,545,652
189,542,652
190,532,660
191,518,675
192,501,699
193,486,715
194,477,723
195,475,726
196,481,721
197,491,710
198,507,695
199,523,672
200,536,660
201,543,655
202,543,657
203,535,667
204,523,688
205,508,709
206,496,722
207,486,728
208,481,731
209,485,723
210,493,711
211,506,695
212,518,669
213,528,655
214,534,648
215,533,649
216,527,660
217,518,675
218,505,700
219,495,717
220,489,727
221,486,732
222,491,728
223,500,718
224,512,703
225,524,683
226,533,665
227,538,658
228,536,656
229,529,660
230,518,673
231,503,695
232,491,709
233,483,717
234,480,722
235,484,720
236,492,711
237,505,700
238,518,684
239,531,668
240,539,662
241,540,662
242,535,667
243,525,680
244,513,699
245,501,712
246,491,721
247,485,723
248,485,721
249,491,711
250,501,698
251,512,677
252,521,665
253,529,657
254,532,656
255,530,660
256,522,673
257,514,695
258,503,710
259,496,721
260,491,727
261,491,727
262,496,720
263,504,710
264,515,695
265,523,674
266,530,664
267,531,659
268,528,660
269,520,665
270,511,677
271,501,697
272,491,710
273,487,717
274,487,720
275,491,717
276,501,711
277,512,699
278,522,686
279,531,673
280,535,667
281,534,667
282,529,673
283,519,686
284,508,698
285,498,709
286,491,715
287,487,717
288,488,714
289,492,707
290,501,697
291,513,682
292,520,670
293,528,665
294,531,664
295,528,669
296,523,677
297,516,696
298,506,709
299,500,717
300,495,721
301,494,721
302,496,716
303,502,705
304,510,695
305,517,675
306,522,666
307,525,662
308,524,663
309,519,667
310,514,677
311,505,696
312,498,706
313,495,715
314,493,717
315,496,717
316,502,712
317,509,704
318,518,695
319,524,680
320,529,673
321,529,670
322,525,672
323,518,676
324,511,690
325,501,699
326,495,706
327,491,711
328,491,711
329,494,709
330,501,701
331,508,695
332,517,686
333,523,675
334,528,673
335,529,674
336,525,677
337,519,692
338,513,699
339,504,707
340,499,712
341,496,713
342,496,711
343,497,706
344,502,698
345,508,688
346,515,675
347,518,671
348,521,668
349,521,671
350,518,676
351,515,690
352,508,699
353,504,709
354,501,713
355,500,716
356,501,714
357,503,710
358,508,701
359,514,695
360,518,682
361,520,674
362,521,672
363,518,673
364,515,676
365,510,686
366,503,696
367,500,701
368,497,708
369,496,711
370,500,710
371,504,705
372,510,700
373,517,695
374,520,687
375,523,682
