time (s), potA, potB
0,510,699
1,510,698
2,510,699
3,510,699
4,510,699
5,510,699
6,510,698
7,510,699
8,509,698
9,510,699
10,511,700
11,512,707
12,511,717
13,508,732
14,507,744
15,506,756
16,505,764
17,505,772
18,505,779
19,504,781
20,504,781
21,504,781
22,504,772
23,510,741
24,514,719
25,522,696
26,528,650
27,523,640
28,520,631
29,504,634
30,489,653
31,477,672
32,462,701
33,466,715
34,474,723
35,490,722
36,516,716
37,536,708
38,557,696
39,565,695
40,565,695
41,555,701
42,532,714
43,512,721
44,490,727
45,477,722
46,469,712
47,472,695
48,481,666
49,493,649
50,507,635
51,516,633
52,521,643
53,520,660
54,517,694
55,510,720
56,506,742
57,506,753
58,509,756
59,518,747
60,528,728
61,537,708
62,541,679
63,538,663
64,529,655
65,513,656
66,495,659
67,477,674
68,465,689
69,460,698
70,465,702
71,480,700
72,497,697
73,518,689
74,538,682
75,550,686
76,555,693
77,550,705
78,540,718
79,523,729
80,508,736
81,496,735
82,490,728
83,489,711
84,491,689
85,497,662
86,504,645
87,508,635
88,511,636
89,507,648
90,503,665
91,499,696
92,496,717
93,496,733
94,502,741
95,513,741
96,523,733
97,536,720
98,545,704
99,545,692
100,541,675
101,528,673
102,514,674
103,495,680
104,480,692
105,470,696
106,465,697
107,471,694
108,482,686
109,497,676
110,516,673
111,530,674
112,540,676
113,543,695
114,541,708
115,532,722
116,522,733
117,513,738
118,504,737
119,501,727
120,501,712
121,501,694
122,505,667
123,507,652
124,508,644
125,507,644
126,502,651
127,497,665
128,493,690
129,491,708
130,494,721
131,501,728
132,511,729
133,521,726
134,533,718
135,541,709
136,545,699
137,542,692
138,532,688
139,518,688
140,503,693
141,490,696
142,478,696
143,473,696
144,475,692
145,481,683
146,493,673
147,507,669
148,518,670
149,529,673
150,533,686
151,533,700
152,531,715
153,523,727
154,518,734
155,511,735
156,507,730
157,506,720
158,506,704
159,508,686
160,508,665
161,509,656
162,507,650
163,503,654
164,500,662
165,496,675
166,492,696
167,493,710
168,496,718
169,504,722
170,514,722
171,524,719
172,532,713
173,538,705
174,540,699
175,534,695
176,526,693
177,515,693
178,501,696
179,491,695
180,482,696
181,480,695
182,481,690
183,487,683
184,497,675
185,508,674
186,518,674
187,526,680
188,531,695
189,531,703
190,528,714
191,522,722
192,517,727
193,512,727
194,507,724
195,505,715
196,505,702
197,505,687
198,506,671
199,506,661
200,506,657
201,504,659
202,502,665
203,499,675
204,497,695
205,498,705
206,502,715
207,507,720
208,514,722
209,519,720
210,528,716
211,532,710
212,533,701
213,531,696
214,524,693
215,515,690
216,505,689
217,496,691
218,489,692
219,484,693
220,481,692
221,489,690
222,495,687
223,504,686
224,514,686
225,521,691
226,527,695
227,529,700
228,529,710
229,525,714
230,520,717
231,515,720
232,508,717
233,504,713
234,502,705
235,501,696
236,501,682
237,502,672
238,503,665
239,505,664
240,505,667
241,505,674
242,505,686
243,506,699
244,506,709
245,508,716
246,512,720
247,516,720
248,518,717
249,521,713
250,523,706
251,522,698
252,520,693
253,517,685
254,510,680
255,502,680
256,497,683
257,492,687
258,490,692
259,491,695
260,496,696
261,501,697
262,508,698
263,516,699
264,521,699
265,526,700
266,528,703
267,527,705
268,522,709
269,518,711
270,514,710
271,506,708
272,501,705
273,499,699
274,497,694
275,497,686
276,501,676
277,502,674
278,506,674
279,508,676
280,511,686
281,513,695
282,514,701
283,514,710
284,515,714
285,515,717
286,515,717
287,516,715
288,516,711
289,516,703
290,514,697
291,513,690
292,510,683
293,507,676
294,503,676
295,502,679
296,500,684
297,499,693
298,500,696
299,501,700
300,506,703
301,510,705
302,516,706
303,518,706
304,522,705
305,523,704
306,522,703
307,518,701
308,516,699
309,511,700
310,506,699
311,502,698
312,500,696
313,498,694
314,499,692
315,501,690
316,503,690
317,507,690
318,512,693
319,514,695
320,516,698
321,516,701
322,517,705
323,516,710
324,515,710
325,514,710
326,513,709
327,510,704
328,509,700
329,507,697
330,508,693
331,506,687
332,507,685
333,505,686
334,509,687
335,505,691
336,506,695
337,507,699
338,508,701
339,511,705
340,514,706
341,514,707
342,516,706
343,517,705
344,517,702
345,516,700
346,514,699
347,512,698
348,508,695
349,506,694
350,504,695
351,502,695
352,502,695
353,502,695
354,505,696
355,506,696
356,509,697
357,512,698
358,515,699
359,515,700
360,516,701
361,516,703
362,515,704
363,514,704
364,512,703
365,510,700
366,508,700
367,508,698
368,507,696
369,506,695
370,506,694
371,506,693
372,507,694
373,507,695
374,508,696
375,509,697
376,510,699
377,511,700
378,512,702
379,513,702
380,513,703
381,513,701
382,514,700
383,513,699
384,512,699
385,510,698
386,509,697
387,508,697
388,507,697
389,507,697
390,507,697
391,507,697
392,508,698
393,509,699
394,510,699
395,511,699
396,512,699
397,512,700
398,513,699
399,512,699
400,512,699