time (s), potA, potB
0,508,485
1,508,485
2,508,485
3,507,485
4,508,485
5,508,485
6,508,485
7,508,485
8,507,485
9,508,485
10,508,485
11,508,485
12,508,485
13,507,485
14,508,485
15,508,486
16,508,486
17,508,486
18,508,489
19,508,493
20,508,498
21,508,509
22,508,520
23,508,529
24,509,539
25,510,548
26,511,554
27,512,559
28,512,562
29,513,565
30,514,566
31,514,568
32,514,571
33,514,572
34,514,572
35,514,572
36,514,572
37,513,572
38,512,572
39,512,572
40,511,572
41,511,572
42,511,571
43,511,564
44,511,553
45,512,536
46,511,509
47,511,484
48,511,454
49,509,433
50,507,416
51,506,406
52,503,405
53,500,413
54,499,429
55,497,450
56,497,477
57,497,503
58,500,527
59,503,546
60,507,558
61,512,561
62,516,557
63,518,543
64,521,523
65,522,498
66,521,472
67,518,448
68,516,429
69,511,416
70,504,411
71,497,413
72,492,424
73,489,441
74,487,464
75,487,488
76,490,511
77,496,532
78,501,546
79,508,553
80,516,552
81,524,544
82,529,529
83,532,509
84,533,486
85,529,464
86,524,443
87,517,430
88,508,422
89,499,421
90,490,425
91,483,436
92,479,455
93,477,477
94,479,497
95,485,517
96,493,532
97,503,542
98,514,545
99,524,541
100,533,530
101,538,515
102,541,496
103,540,477
104,533,459
105,526,443
106,516,434
107,504,430
108,491,432
109,482,437
110,475,451
111,471,467
112,471,485
113,476,502
114,485,516
115,496,527
116,508,533
117,521,533
118,533,527
119,541,517
120,546,503
121,547,488
122,543,471
123,533,458
124,523,447
125,510,442
126,496,441
127,484,444
128,474,453
129,468,464
130,466,478
131,468,492
132,476,503
133,488,513
134,501,521
135,516,522
136,529,521
137,540,513
138,548,504
139,551,493
140,548,481
141,542,469
142,531,462
143,517,455
144,502,453
145,489,453
146,476,457
147,468,465
148,462,473
149,463,483
150,470,492
151,480,499
152,495,505
153,508,509
154,524,510
155,536,507
156,547,502
157,552,495
158,552,488
159,547,480
160,537,474
161,524,468
162,510,466
163,496,465
164,481,466
165,470,468
166,463,473
167,461,479
168,467,485
169,475,490
170,487,494
171,501,496
172,517,497
173,530,497
174,543,496
175,549,493
176,552,491
177,549,486
178,542,483
179,530,479
180,517,477
181,502,477
182,487,476
183,475,477
184,468,477
185,463,479
186,465,481
187,472,482
188,482,484
189,496,485
190,510,487
191,524,488
192,535,488
193,545,488
194,549,488
195,549,488
196,545,488
197,534,488
198,522,487
199,508,486
200,495,485
201,482,485
202,473,484
203,468,483
204,468,481
205,471,480
206,479,479
207,491,479
208,504,479
209,517,480
210,529,481
211,539,483
212,545,485
213,547,487
214,544,489
215,536,491
216,526,492
217,514,492
218,500,492
219,489,490
220,479,488
221,473,485
222,471,482
223,473,479
224,479,477
225,488,476
226,499,475
227,512,475
228,523,477
229,533,479
230,539,482
231,542,486
232,541,489
233,535,493
234,528,495
235,517,496
236,507,495
237,496,494
238,486,492
239,479,489
240,475,484
241,476,479
242,479,476
243,487,473
244,496,470
245,507,470
246,517,471
247,526,475
248,533,479
249,536,484
250,536,488
251,533,493
252,528,496
253,518,498
254,511,498
255,500,498
256,491,496
257,485,492
258,482,486
259,480,481
260,482,477
261,487,471
262,496,468
263,503,467
264,512,468
265,519,470
266,527,476
267,530,480
268,532,486
269,530,492
270,527,496
271,520,499
272,514,502
273,505,501
274,497,498
275,491,495
276,487,490
277,486,484
278,487,477
279,490,472
280,496,468
281,501,467
282,508,467
283,515,468
284,519,471
285,525,477
286,527,484
287,527,491
288,524,495
289,519,499
290,515,502
291,508,503
292,502,501
293,496,497
294,494,492
295,491,486
296,491,479
297,492,474
298,496,469
299,500,466
300,506,466
301,512,467
302,516,469
303,518,475
304,520,481
305,521,488
306,519,494
307,517,498
308,515,502
309,511,503
310,506,503
311,502,498
312,498,495
313,496,489
314,496,483
315,496,477
316,498,470
317,501,467
318,505,466
319,508,466
320,512,468
321,514,473
322,516,478
323,516,485
324,516,492
325,516,496
326,513,499
327,511,502
328,508,502
329,506,499
330,503,496
331,502,492
332,501,485
333,501,479
334,502,474
335,503,469
336,505,467
337,507,467
338,508,468
339,510,472
340,511,477
341,512,483
342,512,488
343,512,493
344,511,497
345,510,499
346,508,500
347,507,498
348,507,496
349,506,492
350,506,487
351,506,481
352,506,477
353,506,473
354,507,469
355,507,469
356,507,469
357,507,472
358,507,477
359,507,481
360,508,486
361,508,491
362,508,494
363,507,496
364,508,497
365,508,497
366,508,495
367,508,492
368,508,489
369,508,484
370,508,479
371,508,477
372,507,474
373,507,472
374,507,473
375,507,474
376,507,477
377,507,480
378,507,484
379,507,488
380,507,492
381,507,493
382,508,494
383,508,494
384,508,493
385,508,492
386,508,489
387,508,485
388,508,481
389,508,478
390,508,477
391,507,476
392,507,476
393,507,477
394,507,478
395,507,481
396,507,484
397,507,486
398,507,489
399,507,491
400,508,492
401,508,492
402,508,492
