time (s), potA, potB
0,509,502
1,509,502
2,509,502
3,509,502
4,509,502
5,509,502
6,509,502
7,509,502
8,509,502
9,509,502
10,509,502
11,509,502
12,509,502
13,509,504
14,507,509
15,504,515
16,497,524
17,489,533
18,479,544
19,472,554
20,462,565
21,455,575
22,449,584
23,446,588
24,444,588
25,442,588
26,441,586
27,440,585
28,440,587
29,439,587
30,438,588
31,437,588
32,436,588
33,435,588
34,434,588
35,433,588
36,433,588
37,433,588
38,433,588
39,433,588
40,434,588
41,433,588
42,433,588
43,433,586
44,444,575
45,452,567
46,470,548
47,495,522
48,515,501
49,543,472
50,559,454
51,574,439
52,581,431
53,579,432
54,574,433
55,556,447
56,537,467
57,514,490
58,491,516
59,471,536
60,453,557
61,444,567
62,438,572
63,444,571
64,454,563
65,471,548
66,491,527
67,514,503
68,536,481
69,555,462
70,569,447
71,575,439
72,575,437
73,569,440
74,556,448
75,538,467
76,516,488
77,495,510
78,476,532
79,460,549
80,448,561
81,444,565
82,447,565
83,456,560
84,472,547
85,491,528
86,512,507
87,532,486
88,550,468
89,563,454
90,570,446
91,570,444
92,566,445
93,554,453
94,536,467
95,517,487
96,496,506
97,478,527
98,463,544
99,454,555
100,449,560
101,452,560
102,461,557
103,473,545
104,491,528
105,510,510
106,529,491
107,546,473
108,558,460
109,565,451
110,567,449
111,562,450
112,550,455
113,535,468
114,517,486
115,499,504
116,482,523
117,467,538
118,459,549
119,454,555
120,455,555
121,463,550
122,476,543
123,491,527
124,509,511
125,527,493
126,543,477
127,555,465
128,562,457
129,562,455
130,558,455
131,548,459
132,534,469
133,518,485
134,501,503
135,485,521
136,471,535
137,462,545
138,460,549
139,461,549
140,466,548
141,478,540
142,492,527
143,509,511
144,525,495
145,539,480
146,550,468
147,556,462
148,557,460
149,555,460
150,546,464
151,532,472
152,517,486
153,502,502
154,488,517
155,475,531
156,467,541
157,463,546
158,463,546
159,470,544
160,481,536
161,493,526
162,508,511
163,523,496
164,536,484
165,546,473
166,552,467
167,554,465
168,550,465
169,542,467
170,530,475
171,517,488
172,503,502
173,490,515
174,478,527
175,470,536
176,468,541
177,468,542
178,474,540
179,483,534
180,495,524
181,508,511
182,522,497
183,533,486
184,543,477
185,548,469
186,549,468
187,546,469
188,539,470
189,528,478
190,516,489
191,504,501
192,491,514
193,481,525
194,475,533
195,472,536
196,473,536
197,477,536
198,486,531
199,497,522
200,509,511
201,521,498
202,531,489
203,540,480
204,544,475
205,545,473
206,542,473
207,534,475
208,526,481
209,515,491
210,504,502
211,492,512
212,485,523
213,478,529
214,476,533
215,477,533
216,482,532
217,489,528
218,498,521
219,509,511
220,520,499
221,529,492
222,535,484
223,540,478
224,541,478
225,538,478
226,531,479
227,524,484
228,513,492
229,504,502
230,494,511
231,487,521
232,482,526
233,480,528
234,481,528
235,485,528
236,491,525
237,501,519
238,510,510
239,520,501
240,527,493
241,533,487
242,535,483
243,535,481
244,534,483
245,529,484
246,521,487
247,512,494
248,504,503
249,495,510
250,490,518
251,486,523
252,485,525
253,485,525
254,489,525
255,494,522
256,502,516
257,510,510
258,519,502
259,526,495
260,530,490
261,532,487
262,532,486
263,530,486
264,525,487
265,519,491
266,512,495
267,505,503
268,497,509
269,491,515
270,489,520
271,488,522
272,489,522
273,491,521
274,497,519
275,504,514
276,511,509
277,518,502
278,522,496
279,526,493
280,528,491
281,528,490
282,526,491
283,522,491
284,517,493
285,511,497
286,505,503
287,499,508
288,494,514
289,491,516
290,491,517
291,491,517
292,495,517
293,500,515
294,506,511
295,512,507
296,516,503
297,520,497
298,524,495
299,525,493
300,525,493
301,523,494
302,519,494
303,515,495
304,509,498
305,506,503
306,500,507
307,496,511
308,495,513
309,495,514
310,496,513
311,498,512
312,502,511
313,507,510
314,512,506
315,515,503
316,519,498
317,521,497
318,521,496
319,521,496
320,520,497
321,517,497
322,513,497
323,508,500
324,506,503
325,502,506
326,500,509
327,499,510
328,499,510
329,500,509
330,502,509
331,506,509
332,508,507
333,512,505
334,514,502
335,517,501
336,518,499
337,518,498
338,518,499
339,517,499
340,514,500
341,512,500
342,508,502
343,506,503
344,504,505
345,503,506
346,502,506
347,503,506
348,503,506
349,506,506
350,507,505
351,509,505
352,512,503
353,513,503
354,514,503
355,514,502
356,514,502
357,514,503
358,513,503
359,512,503
360,510,503
361,508,503
362,507,503
363,506,503
364,506,503
365,506,503
366,506,503
367,507,503
368,507,503
369,508,503
370,509,503
371,511,503
372,512,503
373,512,503
374,512,503
375,512,503
376,512,503
377,511,503
378,510,503
379,508,503
380,508,503
381,508,503
382,508,503
383,508,503
384,508,503
385,508,503
386,509,503
387,509,503
388,509,503
389,509,503
390,510,503
391,509,503
392,509,503
393,509,503
394,509,503
395,508,503
396,508,503
397,508,503
398,508,503
399,508,503
400,508,503