time (s), potA, potB
0,507,481
1,507,481
2,507,481
3,507,481
4,507,481
5,508,481
6,507,481
7,507,481
8,507,481
9,507,482
10,507,482
11,507,484
12,507,488
13,506,494
14,502,504
15,501,515
16,497,524
17,495,533
18,492,536
19,490,537
20,489,536
21,486,534
22,481,529
23,477,527
24,474,527
25,470,528
26,468,532
27,467,536
28,467,541
29,468,544
30,469,547
31,470,548
32,471,550
33,471,552
34,470,554
35,470,554
36,469,555
37,467,555
38,464,556
39,462,556
40,461,556
41,460,557
42,460,557
43,460,557
44,460,557
45,461,557
46,461,557
47,472,548
48,491,534
49,507,509
50,537,471
51,553,444
52,564,421
53,564,413
54,545,421
55,521,433
56,491,461
57,463,488
58,448,508
59,441,521
60,453,516
61,474,503
62,503,483
63,536,460
64,562,442
65,576,434
66,576,439
67,565,453
68,541,475
69,509,501
70,483,521
71,462,530
72,455,529
73,460,513
74,474,488
75,496,458
76,518,430
77,538,414
78,548,409
79,547,417
80,536,438
81,518,469
82,496,503
83,482,527
84,475,544
85,477,546
86,490,534
87,507,509
88,529,480
89,547,452
90,556,431
91,556,422
92,545,425
93,522,438
94,496,460
95,472,483
96,456,504
97,450,515
98,456,514
99,475,504
100,500,489
101,528,467
102,551,451
103,567,442
104,571,443
105,561,454
106,542,472
107,516,494
108,491,511
109,473,523
110,461,524
111,463,512
112,474,493
113,491,467
114,514,442
115,530,424
116,541,417
117,543,422
118,536,438
119,522,462
120,504,492
121,490,517
122,481,533
123,480,539
124,489,530
125,502,514
126,520,488
127,537,462
128,547,441
129,549,429
130,543,428
131,527,437
132,505,453
133,483,475
134,467,494
135,459,507
136,460,511
137,474,506
138,493,494
139,518,477
140,540,462
141,555,451
142,563,447
143,559,453
144,546,465
145,524,482
146,501,500
147,481,511
148,469,517
149,466,511
150,472,497
151,485,478
152,502,454
153,520,438
154,532,428
155,540,427
156,538,436
157,529,455
158,516,480
159,501,504
160,491,523
161,485,531
162,488,529
163,496,518
164,509,498
165,523,475
166,535,453
167,541,438
168,540,432
169,531,434
170,515,445
171,496,462
172,480,482
173,469,497
174,467,507
175,472,508
176,487,503
177,505,491
178,525,476
179,544,463
180,554,454
181,556,453
182,549,459
183,534,470
184,515,484
185,495,497
186,479,506
187,469,507
188,470,502
189,477,489
190,490,472
191,506,454
192,521,441
193,532,435
194,538,437
195,535,448
196,527,465
197,516,486
198,502,506
199,494,519
200,490,525
201,491,523
202,497,508
203,508,492
204,519,471
205,528,452
206,532,440
207,532,434
208,523,438
209,512,449
210,497,465
211,485,482
212,478,496
213,476,506
214,481,507
215,493,504
216,508,494
217,525,481
218,540,469
219,548,460
220,549,456
221,542,460
222,528,467
223,512,480
224,495,490
225,480,496
226,473,500
227,472,495
228,479,487
229,491,475
230,505,462
231,519,452
232,531,446
233,537,447
234,537,455
235,531,469
236,520,485
237,508,502
238,500,512
239,492,518
240,491,515
241,495,505
242,502,490
243,511,472
244,519,455
245,524,443
246,525,438
247,522,440
248,515,449
249,504,463
250,495,480
251,489,494
252,485,505
253,489,508
254,496,506
255,507,499
256,519,488
257,532,477
258,540,465
259,541,458
260,537,457
261,527,461
262,514,468
263,498,480
264,486,486
265,478,493
266,476,494
267,480,489
268,490,482
269,502,473
270,516,464
271,528,458
272,535,456
