time (s), potA, potB
403,527,465
404,523,468
405,517,474
406,511,481
407,503,488
408,496,495
409,491,500
410,488,503
411,487,504
412,489,503
413,493,498
414,499,494
415,506,488
416,513,481
417,518,475
418,524,469
419,527,467
420,527,467
421,525,468
422,521,471
423,516,477
424,509,484
425,502,489
426,496,495
427,492,498
428,490,502
429,490,502
430,491,499
431,496,496
432,500,492
433,507,486
434,513,480
435,517,476
436,522,471
437,525,469
438,525,469
439,523,471
440,518,475
441,514,479
442,508,485
443,503,490
444,497,494
445,494,497
446,491,498
447,491,498
448,493,496
449,496,493
450,501,490
451,507,485
452,513,480
453,517,477
454,520,473
455,522,472
456,522,472
457,520,475
458,517,478
459,514,482
460,508,486
461,503,491
462,498,493
463,496,496
464,494,496
465,494,496
466,496,494
467,498,492
468,503,488
469,507,484
470,512,479
471,516,477
472,518,475
473,519,475
474,519,476
475,518,477
476,516,480
477,512,484
478,508,487
479,503,491
480,499,493
481,496,494
482,496,494
483,496,493
484,497,492
485,499,489
486,504,486
487,508,483
488,512,480
489,515,478
490,517,477
491,517,477
492,517,477
493,517,479
494,514,482
495,511,485
496,507,488
497,504,491
498,501,492
499,499,493
500,497,493
501,497,492
502,499,490
503,502,488
504,505,485
505,508,482
506,512,480
507,514,479
508,515,478
509,516,478
510,516,479
511,515,482
512,513,484
513,511,486
514,507,488
515,505,490
516,502,491
517,501,492
518,500,491
519,500,490
520,501,488
521,503,486
522,506,484
523,508,482
524,511,481
525,512,480
526,513,480
527,514,481
528,514,482
529,513,484
530,511,485
531,510,486
532,507,488
533,506,489
534,504,489
535,503,489
536,502,489
537,502,488
538,504,486
539,505,485
540,506,484
541,508,483
542,509,482
543,511,482
544,512,482
545,512,483
546,512,484
547,511,485
548,510,485
549,508,486
550,507,487
551,507,488
552,506,488
553,505,488
554,505,487
555,505,486
556,506,485
557,506,485
558,507,484
559,508,484
560,508,484
561,509,484
562,510,484
563,510,484
564,510,485
565,509,485
566,508,485
567,508,486
568,507,486
569,507,486
570,507,485
571,506,485
572,507,485
573,507,485
574,507,485
575,507,485
576,507,485
577,508,485
578,508,485
579,508,485
580,508,485
581,508,485
582,508,485
583,508,485
584,508,485
585,508,485
586,508,485
587,507,485
588,507,485
589,507,485
590,507,485
591,507,485
592,507,485
593,507,485
594,508,485
595,508,485
596,508,485
597,508,485
598,507,485
599,507,485
600,507,485