time (s), potA, potB
0,508,507
1,508,507
2,508,507
3,508,507
4,508,507
5,508,507
6,508,507
7,508,507
8,508,507
9,508,507
10,508,507
11,508,507
12,508,509
13,508,513
14,508,521
15,508,530
16,508,542
17,507,554
18,506,567
19,506,579
20,506,589
21,506,598
22,506,598
23,505,598
24,505,598
25,505,596
26,505,597
27,506,597
28,506,598
29,506,598
30,506,598
31,506,595
32,508,583
33,508,574
34,512,547
35,514,519
36,516,494
37,517,461
38,516,446
39,513,432
40,508,428
41,502,438
42,496,447
43,491,473
44,489,497
45,487,525
46,490,549
47,493,566
48,501,578
49,510,579
50,520,572
51,530,557
52,537,537
53,540,514
54,540,491
55,535,470
56,527,455
57,516,446
58,502,446
59,490,453
60,477,466
61,469,483
62,466,505
63,467,525
64,475,540
65,486,550
66,501,557
67,518,556
68,533,550
69,548,540
70,555,525
71,558,509
72,555,494
73,546,482
74,532,474
75,514,471
76,495,472
77,477,479
78,462,484
79,454,495
80,453,506
81,457,516
82,469,524
83,485,526
84,504,529
85,523,528
86,542,525
87,555,521
88,564,515
89,565,508
90,559,505
91,546,502
92,529,501
93,510,501
94,491,501
95,472,502
96,459,504
97,452,505
98,452,505
99,459,505
100,473,504
101,490,504
102,509,504
103,528,504
104,545,504
105,555,506
106,560,509
107,559,514
108,552,518
109,539,522
110,522,524
111,504,524
112,489,523
113,474,519
114,464,513
115,460,506
116,461,498
117,469,492
118,482,485
119,496,483
120,513,483
121,527,485
122,539,492
123,546,501
124,548,510
125,546,521
126,539,529
127,528,536
128,516,539
129,503,539
130,491,535
131,482,525
132,478,516
133,477,504
134,479,492
135,484,481
136,492,473
137,502,471
138,512,471
139,520,478
140,526,486
141,529,500
142,530,514
143,528,526
144,523,538
145,518,546
146,512,549
147,505,546
148,501,540
149,497,528
150,496,515
151,496,500
152,496,485
153,500,474
154,502,467
155,505,465
156,507,468
157,509,477
158,510,488
159,510,503
160,510,518
161,510,530
162,510,541
163,510,546
164,510,547
165,511,545
166,511,536
167,512,525
168,512,510
169,512,496
170,512,484
171,510,476
172,508,471
173,505,470
174,502,473
175,501,482
176,499,494
177,498,506
178,499,519
179,501,529
180,503,537
181,508,541
182,513,541
183,517,537
184,519,529
185,521,519
186,522,507
187,521,496
188,518,489
189,514,482
190,507,480
191,502,480
192,496,483
193,492,491
194,491,498
195,491,507
196,491,517
197,496,524
198,502,527
199,509,530
200,517,530
201,522,526
202,526,522
203,528,515
204,528,507
205,525,501
206,519,495
207,514,494
208,506,492
209,498,493
210,492,494
211,489,497
212,487,504
213,488,506
214,491,511
215,496,515
216,503,517
217,512,518
218,518,517
219,524,517
220,528,514
221,529,511
222,528,508
223,524,507
224,519,505
225,511,505
226,504,505
227,497,505
228,491,505
229,490,505
230,489,505
231,490,505
232,493,505
233,499,505
234,506,505
235,513,505
236,518,505
237,522,506
238,524,506
239,525,507
240,523,509
241,519,510
242,515,511
243,509,511
244,502,511
245,497,510
246,495,509
247,493,507
248,493,505
249,496,504
250,499,503
251,503,502
252,508,502
253,513,502
254,517,504
255,518,505
256,519,507
257,519,510
258,518,512
259,515,515
260,511,515
261,507,515
262,504,515
263,501,512
264,501,509
265,501,506
266,501,505
267,501,502
268,503,501
269,506,500
270,508,500
271,511,502
272,512,504
273,513,506
274,513,508
275,513,511
276,512,514
277,511,515
278,509,516
279,508,515
280,507,514
281,506,511
282,506,508
283,506,506
284,506,504
285,507,503
286,507,502
287,507,502
288,507,502
289,507,504
290,507,505
291,507,506
292,507,508
293,507,510
294,507,511
295,507,512
296,507,512
297,507,511
298,507,510
299,507,508
300,507,506
301,507,506
302,507,505
303,507,505
304,507,505
305,507,505
306,507,505
307,507,505
308,507,506
309,507,507
310,507,507
311,507,508
312,507,508
313,507,508
314,507,508
315,507,508
316,507,507
317,507,507
318,507,507
319,507,507
320,507,507
321,507,506
322,507,507
323,507,507
324,507,507
325,507,507
326,507,507
327,507,507
328,507,507
329,507,507
330,507,507
331,507,507
332,507,506
333,507,507
334,507,507
335,507,507
336,507,507
337,507,507
338,507,507
339,507,507
340,507,507
341,507,507
342,507,507
343,507,507
344,507,507
345,507,507
346,507,507
347,507,507
348,507,507
349,507,507
350,507,507
351,507,507
352,507,507
353,507,507
354,507,507
355,507,506
356,507,507
357,507,507
358,507,507
359,507,506
360,507,507
361,507,507
362,507,507
363,507,507
364,507,507
365,507,507
366,507,507
367,507,507
368,507,507
369,507,507
370,507,507
371,507,507
372,507,507
373,507,507
374,507,507
375,507,507
376,507,507
377,507,507
378,507,507
379,507,507
380,507,507
381,507,506
382,507,507
383,507,507
384,507,507
385,507,507
386,507,507
387,507,507
388,507,507
389,507,507
390,507,507
391,507,507
392,507,507
393,507,507
394,507,507
395,507,507
396,507,507
397,507,507
398,507,507
399,507,507
400,507,507