time (s), potA, potB
0,507,510
1,507,510
2,507,510
3,507,510
4,507,510
5,507,510
6,507,510
7,507,510
8,507,510
9,507,510
10,508,510
11,508,510
12,508,510
13,509,510
14,511,510
15,512,510
16,511,510
17,511,510
18,509,510
19,508,511
20,507,515
21,504,522
22,498,530
23,492,542
24,485,553
25,477,566
26,468,578
27,459,587
28,450,593
29,442,598
30,434,598
31,428,597
32,424,596
33,422,594
34,422,595
35,423,595
36,424,596
37,426,596
38,426,596
39,426,597
40,425,597
41,424,597
42,423,597
43,422,597
44,421,597
45,420,597
46,417,597
47,415,597
48,414,596
49,412,597
50,412,597
51,411,598
52,411,597
53,411,598
54,411,598
55,411,598
56,411,597
57,410,598
58,411,598
59,411,598
60,411,598
61,412,598
62,412,598
63,414,593
64,429,581
65,439,570
66,464,544
67,495,520
68,521,493
69,552,467
70,571,450
71,586,435
72,587,432
73,585,434
74,570,443
75,544,464
76,523,484
77,491,511
78,467,535
79,449,558
80,431,575
81,427,584
82,428,587
83,435,580
84,456,565
85,478,546
86,507,522
87,530,496
88,555,474
89,575,455
90,582,443
91,586,436
92,580,437
93,568,447
94,549,464
95,523,484
96,499,507
97,474,531
98,454,552
99,437,568
100,431,578
101,431,581
102,439,576
103,458,564
104,479,546
105,504,525
106,527,502
107,550,479
108,568,462
109,578,448
110,581,442
111,577,443
112,565,450
113,546,465
114,524,484
115,500,505
116,477,527
117,457,547
118,444,563
119,436,573
120,436,575
121,444,572
122,459,561
123,478,546
124,501,526
125,524,503
126,546,484
127,562,467
128,573,454
129,577,447
130,574,447
131,563,454
132,546,467
133,525,484
134,504,503
135,482,524
136,462,544
137,448,557
138,441,566
139,439,570
140,447,567
141,461,558
142,479,544
143,500,526
144,521,506
145,542,488
146,557,470
147,569,459
148,572,453
149,569,453
150,562,458
151,545,469
152,525,485
153,506,503
154,485,522
155,466,539
156,454,552
157,446,562
158,445,565
159,451,563
160,462,555
161,479,542
162,499,526
163,519,507
164,538,491
165,554,475
166,564,464
167,568,458
168,566,457
169,557,462
170,544,471
171,525,486
172,507,503
173,488,521
174,470,536
175,458,548
176,451,557
177,449,560
178,454,558
179,464,551
180,481,540
181,498,526
182,518,508
183,534,493
184,550,478
185,560,468
186,563,464
187,562,463
188,555,466
189,541,475
190,525,488
191,507,503
192,490,519
193,474,533
194,461,546
195,455,552
196,454,555
197,458,554
198,468,548
199,482,537
200,498,525
201,516,509
