time (s), potA, potB
0,508,509
1,508,509
2,508,509
3,508,509
4,508,509
5,508,509
6,508,509
7,508,509
8,508,509
9,509,511
10,512,514
11,517,521
12,524,529
13,533,541
14,544,554
15,554,566
16,562,578
17,569,588
18,573,593
19,575,595
20,577,595
21,577,593
22,577,590
23,578,588
24,579,587
25,580,587
26,582,588
27,582,591
28,582,592
29,582,592
30,582,592
31,582,592
32,582,592
33,582,592
34,575,590
35,562,581
36,550,565
37,522,537
38,502,514
39,476,484
40,454,463
41,443,442
42,431,432
43,432,430
44,439,433
45,453,445
46,476,465
47,495,491
48,522,516
49,543,542
50,562,563
51,574,579
52,577,587
53,576,587
54,564,580
55,549,564
56,527,543
57,506,517
58,483,492
59,462,468
60,447,449
61,438,437
62,437,435
63,444,436
64,455,447
65,475,465
66,495,487
67,518,511
68,540,535
69,556,556
70,569,572
71,574,581
72,571,582
73,563,576
74,548,562
75,529,544
76,508,521
77,487,496
78,467,475
79,454,457
80,444,444
81,443,440
82,447,442
83,459,449
84,475,466
85,495,486
86,515,508
87,535,531
88,552,550
89,563,565
90,569,575
91,568,577
92,562,573
93,546,560
94,529,544
95,509,523
96,490,500
97,472,480
98,459,464
99,450,451
100,447,445
101,451,446
102,461,453
103,476,467
104,494,485
105,513,505
106,532,527
107,548,546
108,559,560
109,564,569
110,564,572
111,557,568
112,545,558
113,529,543
114,511,524
115,491,503
116,476,484
117,462,468
118,454,456
119,452,450
120,454,450
121,464,456
122,477,468
123,494,485
124,512,504
125,529,524
126,544,542
127,555,555
128,561,564
129,561,566
130,555,564
131,544,556
132,528,542
133,512,525
134,494,505
135,479,488
136,466,472
137,459,462
138,455,455
139,459,455
140,466,461
141,479,470
142,494,486
143,511,503
144,527,522
145,541,537
146,551,550
147,556,559
148,556,562
149,550,560
150,541,551
151,527,540
152,512,525
153,496,507
154,481,492
155,470,477
156,462,467
157,461,461
158,462,460
159,470,464
160,481,473
161,495,487
162,510,503
163,525,520
164,538,535
165,547,547
166,552,554
167,552,557
168,547,556
169,538,549
170,526,537
171,512,525
172,497,508
173,485,493
174,474,480
175,466,469
176,464,465
177,466,465
178,473,468
179,483,477
180,495,489
181,510,503
182,523,518
183,534,531
184,544,543
185,548,549
186,549,552
187,545,551
188,535,546
189,525,536
190,512,524
191,498,509
192,487,495
193,476,484
194,470,475
195,468,469
196,470,468
197,476,471
198,485,479
199,496,491
200,509,503
201,521,516
202,532,529
203,541,539
204,545,546
205,545,548
206,541,547
207,533,543
208,523,534
209,512,523
210,499,510
211,489,497
212,479,487
213,474,478
214,471,474
215,473,473
216,478,476
217,487,483
218,498,492
219,509,503
220,520,515
221,530,526
222,537,536
223,541,542
224,541,545
225,537,544
226,530,539
227,521,531
228,511,522
229,500,510
230,490,498
231,482,490
232,477,482
233,476,478
234,477,478
235,482,479
236,490,485
237,499,494
238,509,503
239,520,514
240,528,525
241,534,533
242,538,537
243,538,540
244,534,539
245,528,536
246,519,528
247,510,521
248,500,510
249,491,500
250,485,493
251,480,486
252,478,482
253,480,481
254,485,484
255,491,489
256,500,495
257,509,504
258,518,514
259,526,523
260,531,530
261,534,535
262,534,536
263,531,536
264,525,533
265,518,526
266,509,519
267,501,510
268,493,502
269,488,494
270,483,489
271,482,486
272,483,486
273,488,488
274,493,492
275,501,498
276,509,505
277,517,514
278,524,521
279,528,527
280,530,531
281,530,533
282,528,532
283,523,528
284,517,524
285,508,517
286,502,510
287,494,503
288,490,496
289,487,493
290,486,490
291,487,490
292,490,492
293,496,495
294,502,499
295,509,506
296,516,513
297,522,520
298,526,524
299,527,527
300,527,528
301,525,528
302,521,526
303,515,522
304,508,516
305,502,510
306,495,503
307,491,498
308,489,495
309,489,493
310,490,493
311,492,495
312,497,497
313,504,503
314,509,506
315,515,513
316,520,518
317,523,522
318,525,524
319,525,525
320,522,524
321,518,523
322,513,519
323,508,514
324,503,510
325,497,505
326,494,502
327,491,498
328,491,497
329,491,497
330,495,497
331,499,500
332,505,504
333,509,508
334,514,512
335,518,516
336,520,519
337,521,521
338,521,521
339,519,521
340,516,520
341,512,516
342,508,512
343,503,510
344,499,506
345,495,503
346,494,502
347,494,501
348,495,501
349,498,502
350,501,503
351,506,505
352,509,509
353,513,511
354,516,515
355,519,516
356,519,517
357,519,517
358,517,517
359,514,515
360,511,513
361,507,511
362,504,509
363,500,506
364,498,505
365,497,504
366,496,504
367,498,504
368,500,505
369,503,506
370,507,507
371,509,509
372,513,511
373,515,512
374,516,513
375,516,514
376,516,514
377,514,513
378,512,512
379,509,511
380,507,510
381,505,509
382,502,508
383,500,507
384,500,507
385,500,507
386,501,508
387,502,508
388,505,509
389,507,509
390,509,510
391,512,510
392,513,510
393,513,510
394,513,510
395,513,510
396,513,510
397,511,510
398,508,510
399,507,510
400,506,510