time (s), potA, potB
0,511,696
1,511,697
2,511,696
3,511,696
4,511,696
5,511,696
6,511,696
7,511,696
8,511,696
9,511,696
10,511,696
11,511,696
12,511,696
13,511,698
14,511,701
15,511,707
16,511,715
17,511,726
18,512,738
19,513,749
20,515,759
21,516,769
22,517,775
23,518,782
24,521,783
25,523,783
26,524,771
27,524,755
28,524,731
29,521,700
30,518,667
31,515,637
32,508,622
33,502,608
34,496,607
35,491,615
36,488,628
37,486,654
38,487,684
39,490,716
40,497,738
41,507,756
42,516,766
43,526,768
44,534,763
45,542,748
46,545,728
47,545,703
48,540,674
49,531,649
50,519,634
51,507,624
52,494,624
53,481,628
54,473,641
55,468,658
56,468,682
57,473,707
58,482,725
59,496,739
60,512,748
61,528,750
62,543,745
63,554,735
64,560,722
65,560,706
66,555,687
67,544,667
68,528,655
69,511,648
70,492,645
71,476,648
72,462,655
73,456,665
74,456,676
75,461,697
76,474,709
77,490,716
78,509,722
79,529,725
80,547,724
81,560,721
82,567,715
83,568,707
84,563,699
85,549,693
86,532,681
87,514,674
88,491,672
89,475,671
90,460,672
91,453,674
92,452,676
93,458,682
94,470,688
95,488,694
96,507,697
97,527,700
98,546,702
99,559,705
100,567,708
101,568,710
102,562,711
103,549,710
104,533,709
105,515,706
106,496,701
107,478,698
108,464,693
109,458,683
110,456,674
111,461,670
112,473,667
113,489,667
114,507,668
115,524,673
116,540,680
117,552,694
118,559,702
119,560,712
120,555,719
121,546,724
122,531,726
123,516,725
124,499,722
125,485,713
126,474,702
127,468,690
128,467,673
129,471,661
130,481,654
131,491,649
132,506,650
133,518,656
134,531,665
135,541,677
136,546,699
137,547,714
138,544,726
139,537,736
140,527,741
141,516,740
142,505,734
143,496,723
144,488,710
145,483,694
146,482,670
147,484,656
148,489,646
149,496,640
150,504,640
151,513,647
152,519,658
153,526,674
154,529,698
155,530,715
156,530,730
157,527,741
158,522,748
159,517,747
160,512,741
161,507,729
162,502,714
163,501,695
164,498,670
165,497,655
166,498,643
167,500,636
168,503,636
