time (s), potA, potB
376,504,694
377,506,695
378,508,696
379,511,697
380,514,698
381,515,698
382,516,698
383,517,697
384,516,697
385,515,696
386,513,696
387,510,695
388,507,695
389,505,694
390,504,693
391,503,691
392,503,690
393,505,690
394,506,689
395,507,691
396,510,692
397,512,694
398,514,695
399,514,696
400,514,697
401,514,698
402,514,699
403,512,699
404,511,698
405,509,697
406,508,696
407,507,695
408,507,692
409,507,690
410,507,687
411,507,687
412,508,687
413,508,689
414,509,692
415,509,694
416,510,695
417,510,697
418,511,697
419,511,698
420,511,698
421,511,698
422,511,697
423,511,696
424,511,695
425,510,694
426,509,692
427,509,691
428,508,691
429,508,691
430,507,692
431,507,693
432,507,695
433,508,695
434,508,696
435,509,696
436,510,696
437,511,696
438,512,696
439,512,695
440,512,695
441,511,695
442,510,695
443,510,695
444,509,694
445,508,695
446,508,695
447,508,695
448,508,695
449,508,695
450,508,695
451,509,695
452,509,695
453,510,695
454,510,695
455,510,695
456,510,695
457,510,695
458,510,695
459,509,695
460,509,695
461,509,695
462,509,694
463,509,695
464,509,695
465,509,695
466,509,694
467,509,695
468,509,695
469,509,695
470,509,695
471,509,695
472,509,695
473,509,695
474,509,695
475,509,695
476,509,695
477,509,695
478,509,695
479,509,695
480,509,695
481,509,695
482,509,695
483,509,695
484,509,695
485,509,695
486,509,695
487,509,695
488,509,695
489,509,694
490,509,695
491,509,695
492,509,695
493,509,695
494,509,695
495,509,695
496,510,695
497,509,695
498,509,695
499,509,695
500,509,695