time (s), potA, potB
0,509,695
1,509,695
2,509,695
3,509,695
4,509,695
5,509,695
6,509,694
7,509,695
8,509,695
9,509,695
10,509,695
11,509,695
12,510,695
13,510,699
14,510,707
15,510,717
16,509,735
17,509,750
18,510,763
19,509,773
20,510,783
21,510,783
22,509,783
23,509,782
24,509,778
25,511,756
26,513,745
27,517,715
28,521,681
29,522,652
30,522,630
31,517,624
32,509,618
33,497,629
34,488,648
35,478,667
36,474,699
37,475,718
38,481,735
39,495,741
40,510,741
41,529,734
42,546,722
43,556,710
44,564,694
45,561,675
46,550,668
47,532,666
48,512,667
49,490,672
50,469,677
51,456,687
52,449,693
53,453,694
54,464,690
55,482,686
56,504,677
57,526,675
58,546,675
59,559,679
60,565,693
61,562,701
62,552,713
63,536,722
64,518,728
65,501,730
66,485,727
67,474,716
68,470,700
69,472,676
70,479,658
71,490,642
72,501,632
73,514,631
74,521,636
75,526,650
76,528,673
77,527,701
78,522,724
79,518,742
80,514,754
81,511,756
82,510,750
83,511,734
84,514,714
85,515,689
86,517,660
87,517,642
88,513,631
89,508,628
90,501,632
91,493,647
92,487,665
93,484,692
94,484,711
95,489,726
96,496,735
97,509,737
98,521,734
99,534,726
100,546,713
101,549,699
102,549,683
103,543,670
104,531,664
105,515,662
106,496,665
107,481,670
108,469,676
109,461,686
110,461,694
111,469,695
112,482,696
113,499,695
114,517,693
115,533,692
116,548,692
117,555,695
118,555,698
119,550,703
120,539,711
121,523,714
122,507,716
123,492,715
124,480,710
125,474,700
126,472,687
127,476,670
128,484,659
129,496,650
130,507,648
131,518,649
132,526,658
133,531,671
134,532,695
135,531,711
136,525,726
137,519,736
138,514,742
139,508,741
140,506,732
141,504,717
142,504,700
143,505,674
144,506,657
145,507,644
146,506,637
147,505,637
148,502,646
149,501,659
150,498,675
151,497,700
152,499,716
153,502,728
154,507,735
155,515,735
156,521,731
157,529,722
158,532,710
159,533,695
160,532,675
161,527,665
162,518,659
163,506,657
164,495,659
165,485,665
166,478,673
167,475,686
168,477,696
169,483,702
170,495,706
171,507,708
172,519,707
173,532,704
174,542,701
175,547,700
176,546,698
177,541,697
178,531,698
179,517,698
180,503,698
181,491,697
182,481,695
183,476,692
184,475,685
185,479,675
186,487,672
187,497,668
188,509,668
189,519,670
190,530,675
191,534,687
192,537,698
193,534,710
194,530,717
195,522,722
196,514,724
197,506,722
198,500,716
199,496,707
200,493,695
201,493,675
202,496,663
203,500,655
204,503,650
205,507,651
206,510,658
207,512,667
208,514,685
209,514,701
210,514,715
211,514,723
212,514,728
213,514,730
214,515,726
215,516,717
216,517,706
217,517,694
218,516,674
219,514,664
220,510,657
221,505,655
222,501,657
223,496,663
224,493,673
225,492,686
226,493,699
227,496,709
228,502,715
229,511,717
230,518,717
231,524,714
232,530,710
233,532,701
234,532,696
235,528,687
236,521,678
237,514,675
238,504,675
239,496,675
240,489,676
241,484,683
242,483,686
243,486,690
244,491,693
245,501,695
246,510,695
247,518,695
248,527,696
249,532,697
250,533,699
251,532,701
252,529,702
253,521,704
254,514,704
255,505,702
256,497,700
257,492,696
258,490,691
259,490,682
260,491,675
261,496,671
262,502,669
263,508,670
264,515,673
265,518,677
266,522,692
267,523,699
268,522,707
269,520,713
270,517,717
271,514,717
272,511,716
273,507,711
274,505,701
275,503,694
276,502,677
277,502,670
278,503,665
279,504,663
280,505,663
281,506,667
282,507,674
283,507,687
284,508,698
285,509,706
286,511,713
287,513,716
288,515,717
289,516,714
290,517,710
291,517,701
292,517,694
293,516,686
294,514,675
295,509,672
296,505,669
297,501,670
298,498,673
299,496,676
300,496,687
301,497,695
302,501,699
303,506,702
304,511,704
305,516,706
306,519,705
307,523,703
308,524,700
309,524,697
310,521,695
311,517,694
312,513,690
313,506,687
314,501,686
315,496,686
316,495,686
317,495,686
318,496,687
319,499,687
320,503,689
321,509,691
322,515,693
323,518,695
324,521,697
325,522,698
326,522,700
327,519,701
328,517,702
329,514,701
330,508,700
331,504,698
332,501,695
333,500,692
334,499,685
335,501,678
336,502,675
337,505,675
338,507,676
339,511,680
340,513,686
341,515,694
342,516,698
343,516,701
344,516,705
345,515,707
346,514,707
347,513,705
348,511,701
349,509,698
350,508,695
351,507,686
352,507,679
353,506,675
354,506,675
355,506,675
356,506,677
357,506,686
358,507,692
359,507,696
360,509,699
361,511,701
362,512,703
363,514,704
364,515,703
365,516,700
366,515,698
367,515,695
368,513,693
369,512,687
370,508,686
371,506,684
372,505,684
373,502,686
374,502,687
375,502,691
