time (s), potA, potB
0,508,700
1,508,700
2,508,700
3,508,700
4,509,700
5,508,700
6,508,700
7,508,700
8,509,700
9,508,700
10,508,699
11,508,700
12,508,700
13,508,700
14,508,700
15,508,700
16,508,699
17,508,700
18,508,700
19,509,700
20,508,700
21,509,700
22,508,700
23,508,700
24,508,700
25,509,700
26,508,700
27,508,700
28,508,700
29,509,700
30,508,700
31,508,700
32,508,700
33,506,701
34,499,708
35,491,716
36,484,726
37,475,740
38,468,750
39,462,754
40,460,760
41,457,763
42,455,764
43,453,767
44,450,772
45,449,775
46,447,778
47,444,779
48,442,779
49,438,779
50,436,779
51,435,779
52,434,779
53,434,779
54,434,779
55,441,771
56,452,762
57,463,749
58,490,723
59,508,704
60,530,670
61,550,649
62,562,634
63,574,622
64,574,623
65,569,624
66,559,637
67,540,657
68,520,678
69,496,711
70,477,733
71,459,755
72,447,765
73,444,773
74,444,772
75,453,763
76,466,748
77,485,728
78,506,706
79,526,674
80,545,653
81,559,637
82,568,627
83,569,625
84,566,628
85,555,639
86,538,656
87,518,676
88,498,706
89,479,727
90,464,745
91,454,758
92,448,764
93,448,764
94,455,758
95,468,745
96,485,727
97,505,706
98,524,678
99,542,658
100,555,643
101,564,634
102,566,631
103,562,634
104,553,643
105,539,658
106,521,677
107,503,705
108,486,724
109,470,740
110,460,755
111,454,762
112,454,761
113,460,755
114,471,742
115,488,726
116,506,708
117,523,686
118,540,663
119,553,649
120,561,639
121,562,636
122,562,638
123,552,648
124,539,660
125,522,677
126,506,703
127,489,721
128,474,736
129,463,748
130,459,755
131,459,755
132,464,750
133,475,739
134,489,724
135,506,708
136,520,689
137,535,667
138,548,653
139,555,644
140,557,642
141,555,643
142,548,650
143,535,663
144,521,677
145,506,701
146,490,718
147,477,733
148,467,743
149,462,750
150,462,750
151,466,745
152,476,736
153,489,723
154,504,709
155,519,693
156,533,670
157,544,657
158,551,649
159,554,648
160,551,648
161,545,655
162,533,666
163,520,683
164,506,700
165,491,715
166,479,729
167,471,738
168,466,744
169,466,744
170,470,740
171,479,733
172,491,721
173,505,708
174,519,694
175,530,672
176,541,660
177,547,654
178,550,651
179,549,652
180,542,658
181,532,667
182,520,685
183,507,700
184,494,714
185,483,726
186,475,735
187,470,739
188,470,739
189,474,736
190,482,730
191,492,719
192,506,707
193,518,695
194,529,675
195,538,666
196,544,658
197,546,657
198,545,658
199,539,663
200,529,671
201,519,687
202,507,700
203,495,712
204,486,723
205,478,731
206,475,735
207,475,735
208,477,732
209,485,725
210,494,716
211,506,706
212,517,696
213,527,678
214,534,669
215,541,664
216,542,660
217,541,662
218,534,667
219,527,674
220,517,690
221,507,700
222,496,712
223,488,720
224,481,726
225,478,731
226,478,731
227,481,728
228,488,723
229,495,714
230,507,706
231,516,696
232,525,684
233,532,672
234,536,668
235,538,666
236,536,667
237,532,671
238,525,676
239,516,693
240,507,700
241,498,711
242,491,716
243,485,722
244,482,725
245,482,725
246,485,723
247,490,718
248,498,712
249,507,705
250,515,697
251,524,687
252,530,676
253,533,671
254,534,671
255,533,671
256,529,674
257,522,684
258,514,694
259,507,700
260,499,708
261,491,714
262,488,718
263,486,721
264,486,721
265,488,719
266,492,715
267,500,711
268,508,704
269,515,698
270,521,692
271,527,683
272,530,676
273,530,675
274,530,676
275,526,680
276,520,689
277,513,695
278,507,700
279,500,707
280,494,712
281,491,715
282,489,716
283,490,716
284,491,715
285,495,712
286,502,708
287,508,702
288,514,698
289,520,694
290,525,688
291,527,685
292,527,684
293,526,685
294,523,687
295,518,693
296,512,698
297,507,700
298,501,706
299,496,710
300,493,712
301,492,713
302,492,712
303,494,711
304,498,709
305,504,706
306,508,700
307,514,699
308,519,696
309,522,694
310,524,692
311,524,692
312,523,693
313,520,694
314,516,696
315,512,699
316,507,700
317,502,705
318,498,706
319,496,708
320,495,708
321,496,708
322,498,707
323,501,706
324,506,703
325,509,700
326,513,699
327,517,698
328,520,696
329,521,696
330,521,696
331,520,697
332,518,698
333,514,699
334,511,699
335,507,700
336,504,702
337,501,704
338,499,704
339,499,704
340,499,704
341,501,703
342,504,701
343,507,700
344,510,699
345,513,699
346,515,699
347,517,699
348,518,699
349,518,699
350,517,699
351,515,699
352,512,699
353,509,700
354,507,700
355,506,700
356,504,700
357,502,700
358,502,699
359,503,699
360,504,699
361,506,699
362,508,699
363,510,699
364,512,699
365,513,699
366,514,699
367,515,700
368,514,700
369,514,699
370,513,700
371,512,700
372,508,700
373,508,700
374,507,700
375,506,699
376,506,700
377,506,700
378,506,700
