time (s), potA, potB
376,506,702
377,500,707
378,495,710
379,494,710
380,496,704
381,497,699
382,502,693
383,509,682
384,515,673
385,518,671
386,521,670
387,521,673
388,519,677
389,517,691
390,512,698
391,506,704
392,502,711
393,501,711
394,500,711
395,501,709
396,503,701
397,507,695
398,512,686
399,515,675
400,517,671
401,517,669
402,517,671
403,514,675
404,511,685
405,506,695
406,503,700
407,501,706
408,501,710
409,502,711
410,504,709
411,507,703
412,513,698
413,516,693
414,518,683
415,518,676
416,518,674
417,517,674
418,514,676
419,508,686
420,504,693
421,501,696
422,498,700
423,498,702
424,500,703
425,502,702
426,507,700
427,512,697
428,516,694
429,518,688
430,519,685
431,519,684
432,518,686
433,516,688
434,512,693
435,507,695
436,502,697
437,501,699
438,498,699
439,499,699
440,501,697
441,504,695
442,508,692
443,513,687
444,516,686
445,517,685
446,518,686
447,517,689
448,516,694
449,514,696
450,510,699
451,507,700
452,504,701
453,502,701
454,502,700
455,503,697
456,506,695
457,507,689
458,510,686
459,512,680
460,514,678
461,514,681
462,514,686
463,513,691
464,512,695
465,509,698
466,507,700
467,507,701
468,506,702
469,507,701
470,507,700
471,509,697
472,511,694
473,512,689
474,512,686
475,512,683
476,512,682
477,511,684
478,509,687
479,507,692
480,507,695
481,506,697
482,506,699
483,507,699
484,507,699
485,509,699
486,512,698
487,513,696
488,514,694
489,514,692
490,514,690
491,513,689
492,511,689
493,509,691
494,507,693
495,506,694
496,505,695
497,505,696
498,506,696
499,507,696
500,508,695
501,510,695
502,512,695
503,513,695
504,514,695
505,514,694
506,514,695
507,513,695
508,511,695
509,509,695
510,508,696
511,507,695
512,506,695
513,506,695
514,507,695
515,507,694
516,508,693
517,509,693
518,511,693
519,512,693
520,512,694
521,512,695
522,511,695
523,511,696
524,510,696
525,509,696
526,509,696
527,509,696
528,508,695
529,509,695
530,508,694
531,509,693
532,509,693
533,509,693
534,509,693
535,509,693
536,509,694
537,508,695
538,509,695
539,509,695
540,509,696
541,509,696
542,510,695
543,510,695
544,510,695
545,510,695
546,510,695
547,509,695
548,509,695
549,509,695
550,509,695
551,509,695
552,509,695
553,509,695
554,509,695
555,509,695
556,509,694
557,509,695
558,509,695
559,509,695
560,509,695
561,509,695
562,509,695
563,509,695
564,509,695
565,509,695
566,509,695
567,509,695
568,509,695
569,509,695
570,509,695
571,509,695
572,509,695
573,509,695
574,509,695
575,509,695
576,509,695
577,509,695
578,509,695
579,509,695
580,509,695
581,509,695
582,509,695
583,509,694
584,509,695
585,509,695
586,509,695
587,509,695
588,509,695
589,509,695
590,509,695
591,509,695
592,509,695
593,509,695
594,509,695
595,509,695
596,509,695
597,509,695
598,509,695
599,509,695
600,509,695